사업명,기준년월,시도,수급권자수,수급가구수
기초생활보장(맞춤형급여)-중복제거,2020-07,전라북도,112953,78790
기초생활보장(맞춤형급여)-중복제거,2020-07,전라남도,91449,67746
기초생활보장(맞춤형급여)-중복제거,2020-07,경상북도,121821,91881
기초생활보장(맞춤형급여)-중복제거,2020-07,경상남도,133477,98329
기초생활보장(맞춤형급여)-중복제거,2020-07,제주특별자치도,27586,19336
기초생활보장(맞춤형급여)-중복제거,2020-08,서울특별시,354021,258895
기초생활보장(맞춤형급여)-중복제거,2020-08,부산광역시,191554,141315
기초생활보장(맞춤형급여)-중복제거,2020-08,대구광역시,128515,92620
기초생활보장(맞춤형급여)-중복제거,2020-08,인천광역시,138082,95701
기초생활보장(맞춤형급여)-중복제거,2020-08,광주광역시,83045,54677
기초생활보장(맞춤형급여)-중복제거,2020-08,대전광역시,65407,45761
기초생활보장(맞춤형급여)-중복제거,2020-08,울산광역시,31765,23172
기초생활보장(맞춤형급여)-중복제거,2020-08,세종특별자치시,6839,4644
기초생활보장(맞춤형급여)-중복제거,2020-08,경기도,368073,264538
기초생활보장(맞춤형급여)-중복제거,2020-08,강원도,77553,57831
기초생활보장(맞춤형급여)-중복제거,2020-08,충청북도,67983,50269
기초생활보장(맞춤형급여)-중복제거,2020-08,충청남도,74533,55591
기초생활보장(맞춤형급여)-중복제거,2020-08,전라북도,113416,79122
기초생활보장(맞춤형급여)-중복제거,2020-08,전라남도,91708,67957
기초생활보장(맞춤형급여)-중복제거,2020-08,경상북도,122553,92429
기초생활보장(맞춤형급여)-중복제거,2020-08,경상남도,134194,98893
기초생활보장(맞춤형급여)-중복제거,2020-08,제주특별자치도,27872,19516
기초생활보장(맞춤형급여)-중복제거,2020-09,서울특별시,358444,262325
기초생활보장(맞춤형급여)-중복제거,2020-09,부산광역시,192951,142426
기초생활보장(맞춤형급여)-중복제거,2020-09,대구광역시,129459,93370
기초생활보장(맞춤형급여)-중복제거,2020-09,인천광역시,139562,96750
기초생활보장(맞춤형급여)-중복제거,2020-09,광주광역시,83528,55069
기초생활보장(맞춤형급여)-중복제거,2020-09,대전광역시,65897,46142
기초생활보장(맞춤형급여)-중복제거,2020-09,울산광역시,32177,23490
기초생활보장(맞춤형급여)-중복제거,2020-09,세종특별자치시,6933,4688
기초생활보장(맞춤형급여)-중복제거,2020-09,경기도,371552,267056
기초생활보장(맞춤형급여)-중복제거,2020-09,강원도,77862,58069
기초생활보장(맞춤형급여)-중복제거,2020-09,충청북도,68327,50569
기초생활보장(맞춤형급여)-중복제거,2020-09,충청남도,75010,55978
기초생활보장(맞춤형급여)-중복제거,2020-09,전라북도,114034,79538
기초생활보장(맞춤형급여)-중복제거,2020-09,전라남도,92161,68298
기초생활보장(맞춤형급여)-중복제거,2020-09,경상북도,123519,93198
기초생활보장(맞춤형급여)-중복제거,2020-09,경상남도,135258,99642
기초생활보장(맞춤형급여)-중복제거,2020-09,제주특별자치도,28164,19694
기초생활보장(맞춤형급여)-중복제거,2020-10,서울특별시,362861,265642
기초생활보장(맞춤형급여)-중복제거,2020-10,부산광역시,194252,143374
기초생활보장(맞춤형급여)-중복제거,2020-10,대구광역시,130159,93905
기초생활보장(맞춤형급여)-중복제거,2020-10,인천광역시,140603,97517
기초생활보장(맞춤형급여)-중복제거,2020-10,광주광역시,84038,55428
기초생활보장(맞춤형급여)-중복제거,2020-10,대전광역시,66198,46384
기초생활보장(맞춤형급여)-중복제거,2020-10,울산광역시,32617,23779
기초생활보장(맞춤형급여)-중복제거,2020-10,세종특별자치시,7054,4761
기초생활보장(맞춤형급여)-중복제거,2020-10,경기도,374650,269181
기초생활보장(맞춤형급여)-중복제거,2020-10,강원도,78249,58330
기초생활보장(맞춤형급여)-중복제거,2020-10,충청북도,68782,50860
기초생활보장(맞춤형급여)-중복제거,2020-10,충청남도,75374,56264
기초생활보장(맞춤형급여)-중복제거,2020-10,전라북도,114654,79943
기초생활보장(맞춤형급여)-중복제거,2020-10,전라남도,92505,68568
기초생활보장(맞춤형급여)-중복제거,2020-10,경상북도,124204,93646
기초생활보장(맞춤형급여)-중복제거,2020-10,경상남도,136257,100285
기초생활보장(맞춤형급여)-중복제거,2020-10,제주특별자치도,28373,19845
기초생활보장(맞춤형급여)-중복제거,2020-11,서울특별시,366385,268536
기초생활보장(맞춤형급여)-중복제거,2020-11,부산광역시,195388,144369
기초생활보장(맞춤형급여)-중복제거,2020-11,대구광역시,130754,94499
기초생활보장(맞춤형급여)-중복제거,2020-11,인천광역시,141771,98405
기초생활보장(맞춤형급여)-중복제거,2020-11,광주광역시,84431,55744
기초생활보장(맞춤형급여)-중복제거,2020-11,대전광역시,66637,46730
기초생활보장(맞춤형급여)-중복제거,2020-11,울산광역시,32903,23984
기초생활보장(맞춤형급여)-중복제거,2020-11,세종특별자치시,7050,4774
기초생활보장(맞춤형급여)-중복제거,2020-11,경기도,377540,271427
기초생활보장(맞춤형급여)-중복제거,2020-11,강원도,78385,58490
기초생활보장(맞춤형급여)-중복제거,2020-11,충청북도,69089,51108
기초생활보장(맞춤형급여)-중복제거,2020-11,충청남도,75642,56528
기초생활보장(맞춤형급여)-중복제거,2020-11,전라북도,114914,80233
기초생활보장(맞춤형급여)-중복제거,2020-11,전라남도,92553,68676
기초생활보장(맞춤형급여)-중복제거,2020-11,경상북도,124634,94029
기초생활보장(맞춤형급여)-중복제거,2020-11,경상남도,136895,100804
기초생활보장(맞춤형급여)-중복제거,2020-11,제주특별자치도,28626,19993
기초생활보장(맞춤형급여)-중복제거,2020-12,서울특별시,369518,271069
기초생활보장(맞춤형급여)-중복제거,2020-12,부산광역시,196299,145146
기초생활보장(맞춤형급여)-중복제거,2020-12,대구광역시,131374,95003
기초생활보장(맞춤형급여)-중복제거,2020-12,인천광역시,142628,99060
기초생활보장(맞춤형급여)-중복제거,2020-12,광주광역시,84762,56026
기초생활보장(맞춤형급여)-중복제거,2020-12,대전광역시,66775,46937
기초생활보장(맞춤형급여)-중복제거,2020-12,울산광역시,33232,24209
기초생활보장(맞춤형급여)-중복제거,2020-12,세종특별자치시,7107,4817
기초생활보장(맞춤형급여)-중복제거,2020-12,경기도,379725,273124
기초생활보장(맞춤형급여)-중복제거,2020-12,강원도,78554,58642
기초생활보장(맞춤형급여)-중복제거,2020-12,충청북도,69262,51230
기초생활보장(맞춤형급여)-중복제거,2020-12,충청남도,75720,56655
기초생활보장(맞춤형급여)-중복제거,2020-12,전라북도,115182,80501
기초생활보장(맞춤형급여)-중복제거,2020-12,전라남도,92666,68832
기초생활보장(맞춤형급여)-중복제거,2020-12,경상북도,125106,94383
기초생활보장(맞춤형급여)-중복제거,2020-12,경상남도,137605,101351
기초생활보장(맞춤형급여)-중복제거,2020-12,제주특별자치도,28671,20047
기초생계급여,2020-01,서울특별시,212441,163232
기초생계급여,2020-01,부산광역시,119068,91502
기초생계급여,2020-01,대구광역시,83044,61674
기초생계급여,2020-01,인천광역시,78411,57823
기초생계급여,2020-01,광주광역시,47479,33176
기초생계급여,2020-01,대전광역시,40469,29861
기초생계급여,2020-01,울산광역시,15973,12840
기초생계급여,2020-01,세종특별자치시,3344,2587
기초생계급여,2020-01,경기도,197466,154879
기초생계급여,2020-01,강원도,46525,36516
기초생계급여,2020-01,충청북도,40764,32251
기초생계급여,2020-01,충청남도,47453,37027
기초생계급여,2020-01,전라북도,71661,52356
기초생계급여,2020-01,전라남도,58677,45100
기초생계급여,2020-01,경상북도,80487,63335
기초생계급여,2020-01,경상남도,79750,62411
기초생계급여,2020-01,제주특별자치도,16335,12086
기초생계급여,2020-02,서울특별시,213252,163843
기초생계급여,2020-02,부산광역시,119479,91752
기초생계급여,2020-02,대구광역시,83072,61615
기초생계급여,2020-02,인천광역시,78784,58107
기초생계급여,2020-02,광주광역시,47595,33302
기초생계급여,2020-02,대전광역시,40580,29959
기초생계급여,2020-02,울산광역시,16125,12950
기초생계급여,2020-02,세종특별자치시,3368,2598
기초생계급여,2020-02,경기도,198317,155580
기초생계급여,2020-02,강원도,46669,36624
기초생계급여,2020-02,충청북도,41026,32411
기초생계급여,2020-02,충청남도,47543,37092
기초생계급여,2020-02,전라북도,71870,52431
기초생계급여,2020-02,전라남도,58818,45112
기초생계급여,2020-02,경상북도,80595,63382
기초생계급여,2020-02,경상남도,79890,62477
기초생계급여,2020-02,제주특별자치도,16381,12125
기초생계급여,2020-03,서울특별시,214936,165294
기초생계급여,2020-03,부산광역시,120578,92617
기초생계급여,2020-03,대구광역시,83799,62140
기초생계급여,2020-03,인천광역시,79439,58630
기초생계급여,2020-03,광주광역시,48047,33625
기초생계급여,2020-03,대전광역시,40916,30248
기초생계급여,2020-03,울산광역시,16365,13158
기초생계급여,2020-03,세종특별자치시,3385,2612
기초생계급여,2020-03,경기도,199762,156890
기초생계급여,2020-03,강원도,47154,36990
기초생계급여,2020-03,충청북도,41336,32659
기초생계급여,2020-03,충청남도,47896,37417
기초생계급여,2020-03,전라북도,72342,52810
기초생계급여,2020-03,전라남도,59747,45636
기초생계급여,2020-03,경상북도,81130,63758
기초생계급여,2020-03,경상남도,80480,62986
기초생계급여,2020-03,제주특별자치도,16517,12223
기초생계급여,2020-04,서울특별시,216316,166474
기초생계급여,2020-04,부산광역시,121359,93285
기초생계급여,2020-04,대구광역시,84212,62499
기초생계급여,2020-04,인천광역시,80035,59053
기초생계급여,2020-04,광주광역시,48310,33794
기초생계급여,2020-04,대전광역시,41181,30434
기초생계급여,2020-04,울산광역시,16516,13266
기초생계급여,2020-04,세종특별자치시,3437,2655
기초생계급여,2020-04,경기도,200909,157867
기초생계급여,2020-04,강원도,47273,37132
기초생계급여,2020-04,충청북도,41451,32764
기초생계급여,2020-04,충청남도,48119,37590
기초생계급여,2020-04,전라북도,72643,53071
기초생계급여,2020-04,전라남도,59794,45643
기초생계급여,2020-04,경상북도,81422,64066
기초생계급여,2020-04,경상남도,80821,63321
기초생계급여,2020-04,제주특별자치도,16653,12299
기초생계급여,2020-05,서울특별시,217716,167651
기초생계급여,2020-05,부산광역시,122325,94018
기초생계급여,2020-05,대구광역시,84348,62605
기초생계급여,2020-05,인천광역시,80608,59485
기초생계급여,2020-05,광주광역시,48589,34012
기초생계급여,2020-05,대전광역시,41509,30718
기초생계급여,2020-05,울산광역시,16690,13415
기초생계급여,2020-05,세종특별자치시,3478,2684
기초생계급여,2020-05,경기도,202114,158886
기초생계급여,2020-05,강원도,47507,37349
기초생계급여,2020-05,충청북도,41633,32911
기초생계급여,2020-05,충청남도,48328,37793
기초생계급여,2020-05,전라북도,72932,53319
기초생계급여,2020-05,전라남도,59873,45721
기초생계급여,2020-05,경상북도,81501,64197
기초생계급여,2020-05,경상남도,81182,63647
기초생계급여,2020-05,제주특별자치도,16811,12416
기초생계급여,2020-06,서울특별시,219489,169279
기초생계급여,2020-06,부산광역시,123377,94918
기초생계급여,2020-06,대구광역시,84668,62942
기초생계급여,2020-06,인천광역시,81351,60064
기초생계급여,2020-06,광주광역시,48768,34193
기초생계급여,2020-06,대전광역시,41747,30919
기초생계급여,2020-06,울산광역시,16930,13613
기초생계급여,2020-06,세종특별자치시,3505,2709
기초생계급여,2020-06,경기도,203253,159941
기초생계급여,2020-06,강원도,47682,37516
기초생계급여,2020-06,충청북도,41734,33049
기초생계급여,2020-06,충청남도,48533,38031
기초생계급여,2020-06,전라북도,73172,53586
기초생계급여,2020-06,전라남도,59866,45785
기초생계급여,2020-06,경상북도,81727,64441
기초생계급여,2020-06,경상남도,81495,64001
기초생계급여,2020-06,제주특별자치도,17035,12573
기초생계급여,2020-07,서울특별시,220746,170499
기초생계급여,2020-07,부산광역시,124303,95697
기초생계급여,2020-07,대구광역시,85044,63359
기초생계급여,2020-07,인천광역시,82026,60649
기초생계급여,2020-07,광주광역시,48894,34307
기초생계급여,2020-07,대전광역시,41934,31094
기초생계급여,2020-07,울산광역시,17109,13764
기초생계급여,2020-07,세종특별자치시,3552,2737
기초생계급여,2020-07,경기도,204322,160924
기초생계급여,2020-07,강원도,47864,37714
기초생계급여,2020-07,충청북도,41882,33185
기초생계급여,2020-07,충청남도,48812,38287
기초생계급여,2020-07,전라북도,73505,53892
기초생계급여,2020-07,전라남도,59967,45909
기초생계급여,2020-07,경상북도,82081,64816
기초생계급여,2020-07,경상남도,82087,64469
기초생계급여,2020-07,제주특별자치도,17273,12760
기초생계급여,2020-08,서울특별시,222017,171645
기초생계급여,2020-08,부산광역시,124834,96156
기초생계급여,2020-08,대구광역시,85124,63529
기초생계급여,2020-08,인천광역시,82445,61036
기초생계급여,2020-08,광주광역시,49106,34458
기초생계급여,2020-08,대전광역시,42068,31247
기초생계급여,2020-08,울산광역시,17218,13873
기초생계급여,2020-08,세종특별자치시,3578,2755
기초생계급여,2020-08,경기도,205070,161613
기초생계급여,2020-08,강원도,47904,37791
기초생계급여,2020-08,충청북도,42050,33327
기초생계급여,2020-08,충청남도,48948,38432
기초생계급여,2020-08,전라북도,73607,54049
기초생계급여,2020-08,전라남도,60029,45964
기초생계급여,2020-08,경상북도,82246,64997
기초생계급여,2020-08,경상남도,82283,64682
기초생계급여,2020-08,제주특별자치도,17336,12819
기초생계급여,2020-09,서울특별시,223430,172940
기초생계급여,2020-09,부산광역시,125458,96683
기초생계급여,2020-09,대구광역시,85308,63740
기초생계급여,2020-09,인천광역시,82978,61532
기초생계급여,2020-09,광주광역시,49319,34640
기초생계급여,2020-09,대전광역시,42323,31469
기초생계급여,2020-09,울산광역시,17332,14003
기초생계급여,2020-09,세종특별자치시,3590,2768
기초생계급여,2020-09,경기도,205954,162488
기초생계급여,2020-09,강원도,48012,37895
기초생계급여,2020-09,충청북도,42204,33466
기초생계급여,2020-09,충청남도,49154,38623
기초생계급여,2020-09,전라북도,73798,54216
기초생계급여,2020-09,전라남도,60148,46077
기초생계급여,2020-09,경상북도,82508,65276
기초생계급여,2020-09,경상남도,82556,64964
기초생계급여,2020-09,제주특별자치도,17447,12914
기초생계급여,2020-10,서울특별시,224410,173857
기초생계급여,2020-10,부산광역시,125874,97009
기초생계급여,2020-10,대구광역시,85344,63820
기초생계급여,2020-10,인천광역시,83312,61836
기초생계급여,2020-10,광주광역시,49492,34773
기초생계급여,2020-10,대전광역시,42397,31541
기초생계급여,2020-10,울산광역시,17439,14088
기초생계급여,2020-10,세종특별자치시,3608,2784
기초생계급여,2020-10,경기도,206678,163162
기초생계급여,2020-10,강원도,48059,37938
기초생계급여,2020-10,충청북도,42348,33575
기초생계급여,2020-10,충청남도,49318,38764
기초생계급여,2020-10,전라북도,73900,54318
기초생계급여,2020-10,전라남도,60044,46019
기초생계급여,2020-10,경상북도,82613,65380
기초생계급여,2020-10,경상남도,82798,65176
기초생계급여,2020-10,제주특별자치도,17498,12953
기초생계급여,2020-11,서울특별시,225440,174899
기초생계급여,2020-11,부산광역시,126297,97464
기초생계급여,2020-11,대구광역시,85344,63955
기초생계급여,2020-11,인천광역시,83746,62228
기초생계급여,2020-11,광주광역시,49541,34870
기초생계급여,2020-11,대전광역시,42481,31660
기초생계급여,2020-11,울산광역시,17493,14155
기초생계급여,2020-11,세종특별자치시,3608,2792
기초생계급여,2020-11,경기도,207639,164109
기초생계급여,2020-11,강원도,48096,38002
기초생계급여,2020-11,충청북도,42433,33655
기초생계급여,2020-11,충청남도,49376,38859
기초생계급여,2020-11,전라북도,73914,54400
기초생계급여,2020-11,전라남도,60014,46047
기초생계급여,2020-11,경상북도,82570,65404
기초생계급여,2020-11,경상남도,82977,65381
기초생계급여,2020-11,제주특별자치도,17530,13008
기초생계급여,2020-12,서울특별시,226337,175786
기초생계급여,2020-12,부산광역시,126585,97788
기초생계급여,2020-12,대구광역시,85532,64160
기초생계급여,2020-12,인천광역시,83998,62463
기초생계급여,2020-12,광주광역시,49683,35013
기초생계급여,2020-12,대전광역시,42497,31759
기초생계급여,2020-12,울산광역시,17582,14223
기초생계급여,2020-12,세종특별자치시,3625,2803
기초생계급여,2020-12,경기도,208211,164738
기초생계급여,2020-12,강원도,48113,38059
기초생계급여,2020-12,충청북도,42413,33682
기초생계급여,2020-12,충청남도,49403,38923
기초생계급여,2020-12,전라북도,73986,54474
기초생계급여,2020-12,전라남도,59957,46071
기초생계급여,2020-12,경상북도,82558,65414
기초생계급여,2020-12,경상남도,83072,65527
기초생계급여,2020-12,제주특별자치도,17509,13029
기초의료급여,2020-01,서울특별시,237646,177460
기초의료급여,2020-01,부산광역시,132916,99823
기초의료급여,2020-01,대구광역시,92072,66710
기초의료급여,2020-01,인천광역시,89844,64006
