사업명,기준년월,시도,수급권자수,수급가구수
기초생활보장(맞춤형급여) - 중복제거,2021-08,대구광역시,141694,102887
기초생활보장(맞춤형급여) - 중복제거,2021-08,인천광역시,156863,109399
기초생활보장(맞춤형급여) - 중복제거,2021-08,광주광역시,90401,60404
기초생활보장(맞춤형급여) - 중복제거,2021-08,대전광역시,71840,50808
기초생활보장(맞춤형급여) - 중복제거,2021-08,울산광역시,37426,27320
기초생활보장(맞춤형급여) - 중복제거,2021-08,세종특별자치시,7692,5181
기초생활보장(맞춤형급여) - 중복제거,2021-08,경기도,414404,299020
기초생활보장(맞춤형급여) - 중복제거,2021-08,강원도,82930,62330
기초생활보장(맞춤형급여) - 중복제거,2021-08,충청북도,75322,55902
기초생활보장(맞춤형급여) - 중복제거,2021-08,충청남도,83039,62518
기초생활보장(맞춤형급여) - 중복제거,2021-08,전라북도,123748,87431
기초생활보장(맞춤형급여) - 중복제거,2021-08,전라남도,100057,75262
기초생활보장(맞춤형급여) - 중복제거,2021-08,경상북도,137547,104294
기초생활보장(맞춤형급여) - 중복제거,2021-08,경상남도,152907,112469
기초생활보장(맞춤형급여) - 중복제거,2021-08,제주특별자치도,31764,22064
기초생활보장(맞춤형급여) - 중복제거,2021-09,서울특별시,397630,294481
기초생활보장(맞춤형급여) - 중복제거,2021-09,부산광역시,213320,158274
기초생활보장(맞춤형급여) - 중복제거,2021-09,대구광역시,142101,103292
기초생활보장(맞춤형급여) - 중복제거,2021-09,인천광역시,157097,109761
기초생활보장(맞춤형급여) - 중복제거,2021-09,광주광역시,90608,60597
기초생활보장(맞춤형급여) - 중복제거,2021-09,대전광역시,71798,50876
기초생활보장(맞춤형급여) - 중복제거,2021-09,울산광역시,37657,27522
기초생활보장(맞춤형급여) - 중복제거,2021-09,세종특별자치시,7722,5210
기초생활보장(맞춤형급여) - 중복제거,2021-09,경기도,415777,300373
기초생활보장(맞춤형급여) - 중복제거,2021-09,강원도,83077,62550
기초생활보장(맞춤형급여) - 중복제거,2021-09,충청북도,75423,56070
기초생활보장(맞춤형급여) - 중복제거,2021-09,충청남도,83345,62789
기초생활보장(맞춤형급여) - 중복제거,2021-09,전라북도,123965,87650
기초생활보장(맞춤형급여) - 중복제거,2021-09,전라남도,100073,75355
기초생활보장(맞춤형급여) - 중복제거,2021-09,경상북도,138076,104772
기초생활보장(맞춤형급여) - 중복제거,2021-09,경상남도,153435,112953
기초생활보장(맞춤형급여) - 중복제거,2021-09,제주특별자치도,31821,22115
기초생활보장(맞춤형급여) - 중복제거,2021-10,서울특별시,398776,295711
기초생활보장(맞춤형급여) - 중복제거,2021-10,부산광역시,213991,158933
기초생활보장(맞춤형급여) - 중복제거,2021-10,대구광역시,142372,103628
기초생활보장(맞춤형급여) - 중복제거,2021-10,인천광역시,157609,110255
기초생활보장(맞춤형급여) - 중복제거,2021-10,광주광역시,90839,60839
기초생활보장(맞춤형급여) - 중복제거,2021-10,대전광역시,72107,51132
기초생활보장(맞춤형급여) - 중복제거,2021-10,울산광역시,37747,27629
기초생활보장(맞춤형급여) - 중복제거,2021-10,세종특별자치시,7729,5220
기초생활보장(맞춤형급여) - 중복제거,2021-10,경기도,417685,302099
기초생활보장(맞춤형급여) - 중복제거,2021-10,강원도,83161,62672
기초생활보장(맞춤형급여) - 중복제거,2021-10,충청북도,75723,56338
기초생활보장(맞춤형급여) - 중복제거,2021-10,충청남도,83617,63050
기초생활보장(맞춤형급여) - 중복제거,2021-10,전라북도,124160,87941
기초생활보장(맞춤형급여) - 중복제거,2021-10,전라남도,100159,75491
기초생활보장(맞춤형급여) - 중복제거,2021-10,경상북도,138692,105269
기초생활보장(맞춤형급여) - 중복제거,2021-10,경상남도,154005,113501
기초생활보장(맞춤형급여) - 중복제거,2021-10,제주특별자치도,32066,22295
기초생활보장(맞춤형급여) - 중복제거,2021-11,서울특별시,400657,297636
기초생활보장(맞춤형급여) - 중복제거,2021-11,부산광역시,215891,160513
기초생활보장(맞춤형급여) - 중복제거,2021-11,대구광역시,143164,104349
기초생활보장(맞춤형급여) - 중복제거,2021-11,인천광역시,158587,111069
기초생활보장(맞춤형급여) - 중복제거,2021-11,광주광역시,91217,61237
기초생활보장(맞춤형급여) - 중복제거,2021-11,대전광역시,72560,51532
기초생활보장(맞춤형급여) - 중복제거,2021-11,울산광역시,38194,27963
기초생활보장(맞춤형급여) - 중복제거,2021-11,세종특별자치시,7746,5236
기초생활보장(맞춤형급여) - 중복제거,2021-11,경기도,420566,304804
기초생활보장(맞춤형급여) - 중복제거,2021-11,강원도,83550,63067
기초생활보장(맞춤형급여) - 중복제거,2021-11,충청북도,76227,56754
기초생활보장(맞춤형급여) - 중복제거,2021-11,충청남도,84325,63678
기초생활보장(맞춤형급여) - 중복제거,2021-11,전라북도,124895,88574
기초생활보장(맞춤형급여) - 중복제거,2021-11,전라남도,100969,76186
기초생활보장(맞춤형급여) - 중복제거,2021-11,경상북도,139979,106365
기초생활보장(맞춤형급여) - 중복제거,2021-11,경상남도,155590,114782
기초생활보장(맞춤형급여) - 중복제거,2021-11,제주특별자치도,32218,22430
기초생활보장(맞춤형급여) - 중복제거,2021-12,서울특별시,402632,299623
기초생활보장(맞춤형급여) - 중복제거,2021-12,부산광역시,217335,161843
기초생활보장(맞춤형급여) - 중복제거,2021-12,대구광역시,144092,105057
기초생활보장(맞춤형급여) - 중복제거,2021-12,인천광역시,159186,111667
기초생활보장(맞춤형급여) - 중복제거,2021-12,광주광역시,91548,61587
기초생활보장(맞춤형급여) - 중복제거,2021-12,대전광역시,72908,51853
기초생활보장(맞춤형급여) - 중복제거,2021-12,울산광역시,38575,28243
기초생활보장(맞춤형급여) - 중복제거,2021-12,세종특별자치시,7880,5329
기초생활보장(맞춤형급여) - 중복제거,2021-12,경기도,422615,306751
